p3_id,unit,bucket,action_rank,action_class,verification_grade,candidate_or_strategy,visible_cost,ac_status,next_verification_step,live_refresh_policy,provenance_state,archived_chat_evidence,archived_chat_titles,source_layers_linked,p2_note,p7_final_lane,p7_stopline_status,p7_remaining_action,p8_lane,p8_action_rule,p8_turn13_status,p9c_turn16_status,p9c_decision_summary,p9c_source_labels,p9c_remaining_risk
P3-025,Santos,2B/2C live-in,1,P9B focused verified - STRICT_AC_COST_CORRECTED_WITH_BUDGET_PROBE,B call-first,"Santos 2B/2C split into budget probe and strict-AC lane. Budget Av. Presidente Wilson/José Menino rows exist around R$1,200–1,500 but do not confirm AC. Current strict-AC front-sea row at Av. Presidente Wilson 165 is much higher, around R$3,600/month full visible. Older Pompéia AC package at R$2,280 remains a stale/older fallback to re-check if strict AC is mandatory.","Budget no-AC probes: R$1,200–1,500 rent/package-ish, fees often missing. Strict AC: R$3,000 rent + R$550 condo + R$50 IPTU = R$3,600/month. Older AC fallback: Pompéia package R$2,280 all-in if still active.",Current cheaper José Menino rows do not show AC. Strict AC confirmed on Av. Presidente Wilson 165; older Pompéia fallback shows AC but is stale.,"Before action, decide whether strict AC is mandatory. If yes, call the R$3,600 strict-AC row and recheck Pompéia R$2,280 fallback. If no, call cheaper R$1,200–1,500 probes for total fees, condition, security, and exact building rules.",P9B focused verification completed; no broad crawl; targeted call/refresh only if acting.,file-backed carried-forward ; P9B_focused_verified ; cost_corrected,yes,Centro vs Vila Portes; Cheapest Kitnet Near Santos; Metro Station Safety Line 1; Property Search Continuation; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-C STANDARD_PRE_ACTION_VERIFY,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-C STANDARD_PRE_ACTION_VERIFY — No winner-changing refresh needed now; do ordinary before-action verification only.,P8-3 STANDARD_PRE_ACTION_VERIFY,"standard listing/agent verification; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-026,Santos,2D commercial,1,P9B focused verified - UPDATED_PRACTICAL_COMMERCIAL_FALLBACK,B+ call-first,"Santos 2D commercial updated: Rua Amador Bueno 2/3-sala set at R$1,600 package with AC and 1 vaga is the practical commercial fallback; 20 m² R$700 micro-sala is price anchor but belongs primarily to 2A. Large Tribuna Square rows are confirmed but too expensive for this lane unless size/corporate fit matters.","Practical 2D fallback: R$1,600 package. Micro-sala price anchor: R$700 package. Large Tribuna Square rows range roughly R$8,519–R$12,001+ and are not current budget winners.","2-sala fallback has ar-condicionado; 20m² micro-sala has split AC; large Tribuna rows often only show AC infrastructure/espera, not necessarily installed AC.","Call before action to confirm current availability, package inclusions, building hours, storage/operational permissions, and whether the 2-sala layout supports the intended use.",P9B focused verification completed; no broad crawl; final call only if acting.,file-backed carried-forward ; P9B_focused_verified ; candidate_updated,yes,Centro vs Vila Portes; Cheapest Kitnet Near Santos; Metro Station Safety Line 1; Property Search Continuation; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-C STANDARD_PRE_ACTION_VERIFY,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-C STANDARD_PRE_ACTION_VERIFY — No winner-changing refresh needed now; do ordinary before-action verification only.,P8-3 STANDARD_PRE_ACTION_VERIFY,"standard listing/agent verification; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-032,Várzea Paulista,2A,1,P9B focused verified - UPDATED_CHEAPER_STRICT_AC_PRICE_WINNER,B+ call-first,"Várzea Paulista 2A updated: a cheaper Avenida Fernão Dias Paes Leme Centro 30 m² sala from Barreto/MGF becomes the price/AC winner at R$1,150 visible. Libório SA0451, 36 m² at Av. Fernão Dias 1964, remains the more formal/stable fallback at R$1,850, with water/IPTU included in condo and 1 covered vaga.","Updated price winner: R$1,000 rent + R$150 condomínio = R$1,150/month. Libório fallback: R$1,700 rent + R$150 condomínio = R$1,850 package. WM2 fallback: about R$2,550/month.",Updated price winner has ar-condicionado; Libório fallback has installed AC; WM2 fallback also has AC.,"Call Barreto/MGF advertiser first for availability, exact address/building, AC operation, bathroom/private access, and fees/IPTU. If stale or too thin, call Libório SA0451 as stable fallback.",P9B focused verification completed; no broad crawl; final call only if acting.,file-backed carried-forward ; P9B_focused_verified ; candidate_updated,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-C STANDARD_PRE_ACTION_VERIFY,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-C STANDARD_PRE_ACTION_VERIFY — No winner-changing refresh needed now; do ordinary before-action verification only.,P8-3 STANDARD_PRE_ACTION_VERIFY,"standard listing/agent verification; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-034,Caieiras,2A,6,Call-first cheap probe,C,Região Central 30m2 sala; Rua São Benedito 20m2 cheap probe,"R$1,200; R$850",verify station walk and fees,Call/listing contact before promoting; verify exact block/walk/logistics,Call/WhatsApp before ranking; web evidence is too thin for an action winner.,file-backed carried-forward,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-C CALL_FIRST_CHEAP_PROBE,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-4 CALL_FIRST_CHEAP_PROBE,call-first; cheap probe lacks full web details,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-046,Foz do Iguaçu,2B,6,Call-first cheap probe,C,"Rua Estanislau Zambrzycki 148-area Centro furnished kitnet cluster — strict row says ar condicionado split, R$1,100 one person / R$1,200 two + luz; water/IPTU/wifi/laundry included, no condo/caução.","Strict AC row: R$1,100 one person / R$1,200 two + electricity; fresh no-AC/unknown row: R$1,000 including water/IPTU/wifi/laundry.","Explicit split AC on strict row; not explicit on freshest R$1,000 row.",Call/listing contact before promoting; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Call/WhatsApp before ranking; web evidence is too thin for an action winner.,file-backed current stopline,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-C CALL_FIRST_CHEAP_PROBE,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-4 CALL_FIRST_CHEAP_PROBE,"call-first; cheap probe lacks full web details; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-048,Foz do Iguaçu,2D,6,Call-first cheap probe,C,"Panorama / Rua Guarapari furnished 2BR house, R$1,700, 2 AC bedrooms, large lot, covered garage; Jardim Universitário R$2,200 AC/solar second; KLP/Jardim Paraná R$3,500 ready-use fallback.","Panorama R$1,700 + fees/utilities unknown; Jardim Universitário R$2,200 with água included and energy separate/solar benefit; KLP R$3,500 + utilities/IPTU/insurance.",Explicit AC on Panorama bedrooms; explicit climatized bedrooms + sala AC on Jardim Universitário; explicit AC on KLP mirrors.,Call/listing contact before promoting; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Call/WhatsApp before ranking; web evidence is too thin for an action winner.,file-backed current stopline,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-C CALL_FIRST_CHEAP_PROBE,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-4 CALL_FIRST_CHEAP_PROBE,"call-first; cheap probe lacks full web details; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-039,Rio Grande RS,2B/2C live-in,6,Call-first cheap probe,C,"Rua República, Cidade Nova, Rio Grande — 30 m² furnished 1-dorm/1-bath kitnet; R$547 Cidade Nova kitnet remains cheaper but more fee/fiador caveated.","R$600/month rent, fees/utilities unknown; context board also shows R$547 Cidade Nova with condo/fiador caveat.",AC not shown.,Call/listing contact before promoting; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Call/WhatsApp before ranking; web evidence is too thin for an action winner.,file-backed carried-forward,yes,Property Search Continuation,current_active_lead_board,,P7-C CALL_FIRST_CHEAP_PROBE,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-4 CALL_FIRST_CHEAP_PROBE,"call-first; cheap probe lacks full web details; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-040,Rio Grande RS,2D house/live-work,6,Call-first cheap probe,C,"Vila Senandes / Parque São Pedro 2BR house, Av. Eng. Lúcia Maria Balbela Chiesa — current cleaner Senandes probe; old Senandes sobrado R$1,050–R$1,150 conflict superseded.",~R$916.08/month before utilities/insurance (R$850 rent + IPTU R$66.08; no condo in one row).,"No AC shown; verify condition, utilities, route, and availability before action.",Call/listing contact before promoting; verify AC explicitly; verify exact block/walk/logistics,Call/WhatsApp before ranking; web evidence is too thin for an action winner.,file-backed carried-forward,yes,Property Search Continuation,current_active_lead_board,"P2 contradiction fix: P1A decision P1A-016 had resolved old Senandes conflict, but active board still carried old Senandes sobrado wording. Patched here.",P7-C CALL_FIRST_CHEAP_PROBE,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-4 CALL_FIRST_CHEAP_PROBE,call-first; cheap probe lacks full web details; AC not confirmed from current row,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-060,Santa Vitória do Palmar,2D,6,Call-first cheap probe,C,"Rua Dom Diogo de Souza 20 A, Centro",R$990 rent; fees unknown,AC not controlling,Call/listing contact before promoting; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Call/WhatsApp before ranking; web evidence is too thin for an action winner.,current_conversation_patch,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_current_chat_patch ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-C CALL_FIRST_CHEAP_PROBE,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-4 CALL_FIRST_CHEAP_PROBE,"call-first; cheap probe lacks full web details; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-033,Várzea Paulista,2B/2C/2D,6,Call-first cheap probe,C,Jardim Novo Mundo / Jardim Mirante / Jardim Promeca house probes,"R$1,100-R$1,171 total-ish",verify exact address and walk,Call/listing contact before promoting; verify AC explicitly; verify exact block/walk/logistics,Call/WhatsApp before ranking; web evidence is too thin for an action winner.,file-backed carried-forward,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-C CALL_FIRST_CHEAP_PROBE,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-4 CALL_FIRST_CHEAP_PROBE,"call-first; cheap probe lacks full web details; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-069,Barra do Quaraí,micro-annex 2A,7,Phone-only / no current web winner,D,Archived Rua Quaraí 45 and Rua Visconde probes remain call-first only; no live-refreshed Barra winner.,No verified current rent.,Unknown/not verified.,Phone broker/local contact for current inventory; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Direct local broker or municipal/local contact required; current web cannot close this micro-market.,file-backed current stopline,yes,Centro vs Vila Portes,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-D PHONE_ONLY_MICROGAP,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",Phone/local-contact microgap; web did not produce a current clean winner.,P8-5 PHONE_ONLY_MICROGAP,phone-only; no current web winner; AC not confirmed from current row,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-070,Barra do Quaraí,micro-annex 2B,7,Phone-only / no current web winner,D,Archived Rua Quaraí 45 and Rua Visconde probes remain call-first only; no live-refreshed Barra winner.,No verified current rent.,Unknown/not verified.,Phone broker/local contact for current inventory; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Direct local broker or municipal/local contact required; current web cannot close this micro-market.,file-backed current stopline,yes,Centro vs Vila Portes,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-D PHONE_ONLY_MICROGAP,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",Phone/local-contact microgap; web did not produce a current clean winner.,P8-5 PHONE_ONLY_MICROGAP,phone-only; no current web winner; AC not confirmed from current row,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-053,Chuí,2A,7,Phone-only / no current web winner,D,No live-refreshed Chuí winner. Use Imobiliária Fronteira / local brokers as contact path; archived rows remain historical/social-source leads only.,No verified current rent.,Unknown/not verified.,Phone broker/local contact for current inventory; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Direct local broker or municipal/local contact required; current web cannot close this micro-market.,file-backed current stopline,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-D PHONE_ONLY_MICROGAP,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",Phone/local-contact microgap; web did not produce a current clean winner.,P8-5 PHONE_ONLY_MICROGAP,phone-only; no current web winner; AC not confirmed from current row,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-054,Chuí,2B,7,Phone-only / no current web winner,D,No live-refreshed Chuí winner. Use Imobiliária Fronteira / local brokers as contact path; archived rows remain historical/social-source leads only.,No verified current rent.,Unknown/not verified.,Phone broker/local contact for current inventory; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Direct local broker or municipal/local contact required; current web cannot close this micro-market.,file-backed current stopline,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-D PHONE_ONLY_MICROGAP,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",Phone/local-contact microgap; web did not produce a current clean winner.,P8-5 PHONE_ONLY_MICROGAP,phone-only; no current web winner; AC not confirmed from current row,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-055,Chuí,2C,7,Phone-only / no current web winner,D,No live-refreshed Chuí winner. Use Imobiliária Fronteira / local brokers as contact path; archived rows remain historical/social-source leads only.,No verified current rent.,Unknown/not verified.,Phone broker/local contact for current inventory; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Direct local broker or municipal/local contact required; current web cannot close this micro-market.,file-backed current stopline,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-D PHONE_ONLY_MICROGAP,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",Phone/local-contact microgap; web did not produce a current clean winner.,P8-5 PHONE_ONLY_MICROGAP,phone-only; no current web winner; AC not confirmed from current row,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-056,Chuí,2D,7,Phone-only / no current web winner,D,No live-refreshed Chuí winner. Use Imobiliária Fronteira / local brokers as contact path; archived rows remain historical/social-source leads only.,No verified current rent.,Unknown/not verified.,Phone broker/local contact for current inventory; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Direct local broker or municipal/local contact required; current web cannot close this micro-market.,file-backed current stopline,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-D PHONE_ONLY_MICROGAP,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",Phone/local-contact microgap; web did not produce a current clean winner.,P8-5 PHONE_ONLY_MICROGAP,phone-only; no current web winner; AC not confirmed from current row,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-065,Quaraí,2A,7,Phone-only / no current web winner,D,Archived Rua Duque 547 / Gimba / Ideal leads preserved as phone-first leads; no live-refreshed rental winner.,Archived prices only; no verified current rent.,Unknown/not verified.,Phone broker/local contact for current inventory; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Direct local broker or municipal/local contact required; current web cannot close this micro-market.,file-backed current stopline,yes,Centro vs Vila Portes,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-D PHONE_ONLY_MICROGAP,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",Phone/local-contact microgap; web did not produce a current clean winner.,P8-5 PHONE_ONLY_MICROGAP,phone-only; no current web winner; AC not confirmed from current row,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-066,Quaraí,2B,7,Phone-only / no current web winner,D,Archived Rua Duque 547 / Gimba / Ideal leads preserved as phone-first leads; no live-refreshed rental winner.,Archived prices only; no verified current rent.,Unknown/not verified.,Phone broker/local contact for current inventory; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Direct local broker or municipal/local contact required; current web cannot close this micro-market.,file-backed current stopline,yes,Centro vs Vila Portes,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-D PHONE_ONLY_MICROGAP,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",Phone/local-contact microgap; web did not produce a current clean winner.,P8-5 PHONE_ONLY_MICROGAP,phone-only; no current web winner; AC not confirmed from current row,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-067,Quaraí,2C,7,Phone-only / no current web winner,D,Archived Rua Duque 547 / Gimba / Ideal leads preserved as phone-first leads; no live-refreshed rental winner.,Archived prices only; no verified current rent.,Unknown/not verified.,Phone broker/local contact for current inventory; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Direct local broker or municipal/local contact required; current web cannot close this micro-market.,file-backed current stopline,yes,Centro vs Vila Portes,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-D PHONE_ONLY_MICROGAP,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",Phone/local-contact microgap; web did not produce a current clean winner.,P8-5 PHONE_ONLY_MICROGAP,phone-only; no current web winner; AC not confirmed from current row,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-068,Quaraí,2D,7,Phone-only / no current web winner,D,Archived Rua Duque 547 / Gimba / Ideal leads preserved as phone-first leads; no live-refreshed rental winner.,Archived prices only; no verified current rent.,Unknown/not verified.,Phone broker/local contact for current inventory; verify AC explicitly; verify total fee stack; verify exact block/walk/logistics,Direct local broker or municipal/local contact required; current web cannot close this micro-market.,file-backed current stopline,yes,Centro vs Vila Portes,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-D PHONE_ONLY_MICROGAP,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",Phone/local-contact microgap; web did not produce a current clean winner.,P8-5 PHONE_ONLY_MICROGAP,phone-only; no current web winner; AC not confirmed from current row,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-030,Campo Limpo/Botujuru,2B/2D live-in,3,Governed winner/strategy,B,"Rua Pedro Álvares Cabral 290, Vila Chacrinha/Botujuru 44m2 house","~R$1,040 total-ish",walk to Botujuru station; rear-house terms,Refresh listing availability; verify exact block/walk/logistics,Use as strategy or governed winner; refresh only the exact candidate selected for action.,file-backed carried-forward,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-E GOVERNED_STRATEGY_HOLD,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-6 STRATEGY_OR_BASELINE_HOLD,"strategy/baseline context, not a property action row",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-037,Francisco Morato,2C/2D live-in,3,Governed winner/strategy,B,Jardim Eglen/Belém Estação Rua Presidente Altino 30m2 house; Jardim Vassouras cheap houses,R$650; R$500-R$850,availability/exact walk/source reliability,Refresh listing availability; verify AC explicitly; verify exact block/walk/logistics,Use as strategy or governed winner; refresh only the exact candidate selected for action.,file-backed carried-forward,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-E GOVERNED_STRATEGY_HOLD,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-6 STRATEGY_OR_BASELINE_HOLD,"strategy/baseline context, not a property action row; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-019,Jundiaí,2km station catchment,4,Corridor/baseline strategy,B,Vila Arens II/Vianelo for value; Centro for book culture,see prior lead-board,Optional deeper 2A/2B/2C/2D remains open,Refresh listing availability; verify total fee stack; verify exact block/walk/logistics,Use as corridor baseline; reopen exact listing rows only if acting inside this corridor.,file-backed partial,yes,Centro vs Vila Portes; Cheapest Kitnet Near Santos; Property Search Continuation; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_multicity_property_pass_vFINAL,,P7-F CORRIDOR_BASELINE_HOLD,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-6 STRATEGY_OR_BASELINE_HOLD,"strategy/baseline context, not a property action row",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-038,Rio Grande RS,2A commercial,3,Governed winner/strategy,B,Centro Rua General Bacelar 60m2; Dutra Lar Centro sala,"R$1,652 total for Bacelar; R$550 rent Dutra Lar sala later found",do not use Canoas branch,Refresh listing availability; verify exact block/walk/logistics,Use as strategy or governed winner; refresh only the exact candidate selected for action.,file-backed carried-forward,yes,Property Search Continuation,current_active_lead_board,,P7-E GOVERNED_STRATEGY_HOLD,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-6 STRATEGY_OR_BASELINE_HOLD,"strategy/baseline context, not a property action row",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-051,Santana do Livramento,2C,3,Governed winner/strategy,B,"Paula Severo / Village Center, Jardins 2BR","~R$1,257.50",AC uncertain,Refresh listing availability; verify AC explicitly; verify exact block/walk/logistics,Use as strategy or governed winner; refresh only the exact candidate selected for action.,file-backed/current patch,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-E GOVERNED_STRATEGY_HOLD,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-6 STRATEGY_OR_BASELINE_HOLD,"strategy/baseline context, not a property action row; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-001,São Paulo / Alto Tietê,corridor,4,Corridor/baseline strategy,B,prior baseline,see candidate_findings_2026-05-04.csv and source handoff,not summarized into bucket winners here,Refresh listing availability; verify exact block/walk/logistics,Use as corridor baseline; reopen exact listing rows only if acting inside this corridor.,file-backed prior baseline,yes,Cheapest Kitnet Near Santos; Metro Station Safety Line 1; Property Search Continuation; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1,,P7-F CORRIDOR_BASELINE_HOLD,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-6 STRATEGY_OR_BASELINE_HOLD,"strategy/baseline context, not a property action row",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
